level,taxa,n_species,n_host_record
genus,Crobylophora,12,3
genus,Crocalia,1,0
genus,Crocallis,19,1
genus,Crocidolomia,6,2
genus,Crocidomera,5,0
genus,Crocidophora,49,4
genus,Crocidosema,23,1
genus,Crocinis,10,0
genus,Crocomela,20,0
genus,Crocosia,1,0
genus,Crocostola,1,0
genus,Crocota,5,0
genus,Crocotania,1,0
genus,Crocozona,6,0
genus,Crocydopora,2,0
genus,Crocypus,2,0
genus,Croitana,3,0
genus,Cromarcha,1,0
genus,Crombrugghia,8,4
genus,Croniades,2,1
genus,Cronicombra,2,0
genus,Cropera,17,0
genus,Croperoides,1,0
genus,Crorema,17,0
genus,Croremopsis,1,0
genus,Crothaema,8,1
genus,Crucidava,1,0
genus,Crudaria,3,1
genus,Cruria,8,1
genus,Cruriopsis,3,0
genus,Crusimetra,1,0
genus,Cruxoruza,2,0
genus,Cryphaea,1,0
genus,Cryphia,421,6
genus,Cryphia_auctorum,10,0
genus,Cryphioides,1,0
genus,Cryphiomystis,2,2
genus,Cryphiotechna,1,0
genus,Cryphioxena,2,0
genus,Crypsicharis,4,0
genus,Crypsicoela,1,0
genus,Crypsimaga,1,0
genus,Crypsimetalla,3,0
genus,Crypsiphila,1,0
genus,Crypsiphona,3,0
genus,Crypsiprora,5,0
genus,Crypsiptya,3,1
genus,Crypsithyris,36,3
genus,Crypsithyrodes,1,0
genus,Crypsitricha,7,0
genus,Crypsityla,5,0
genus,Crypsotidia,6,0
genus,Cryptadia,1,0
genus,Cryptarthria,1,0
genus,Cryptaspasma,35,1
genus,Cryptastria,1,0
genus,Cryptoblabes,33,8
genus,Cryptoblabini New Genus 1,2,0
genus,Cryptobotys,1,0
genus,Cryptochorina,2,1
genus,Cryptochrostis,4,0
genus,Cryptochrysa,1,0
genus,Cryptocochylis,1,0
genus,Cryptographis,91,0
genus,Cryptoholcocerus,1,0
genus,Cryptoloba,5,0
genus,Cryptologa,1,0
genus,Cryptomedasina,2,0
genus,Cryptomelaena,1,0
genus,Cryptomeria,1,1
genus,Cryptomyelois,2,0
genus,Cryptophasa,97,0
genus,Cryptophlebia,52,12
genus,Cryptophobetron,1,0
genus,Cryptophycita,2,0
genus,Cryptophysophilus,1,0
genus,Cryptoptila,4,2
genus,Cryptosara,2,0
genus,Cryptoschesis,1,0
genus,Cryptoses,3,0
genus,Cryptothripa,2,1
genus,Cryptozophera,1,0
genus,Crystallogenes,1,0
genus,Crystallozyga,1,0
genus,Ctenane,2,0
genus,Ctenarthria,1,0
genus,Ctenaulis,3,0
genus,Ctenistochlora,1,0
genus,Ctenoberta,2,0
genus,Ctenognophos,22,0
genus,Ctenolita,9,3
genus,Ctenomedes,1,1
genus,Ctenomeristis,9,1
genus,Ctenopseustis,6,2
genus,Ctenoptilum,3,0
genus,Ctenosia,5,0
genus,Ctenothea,1,0
genus,Ctenucha,39,0
genus,Ctenuchidia,8,0
genus,Ctenusa,3,0
genus,Ctenypena,1,0
genus,Ctimene,42,0
genus,Ctypansa,2,0
genus,Cubitofusa,2,0
genus,Cubotinea,1,0
genus,Cucullia,239,44
genus,Cudonigera,1,1
genus,Culama,6,0
genus,Culcitaria,3,0
genus,Culladia,22,1
genus,Culladiella,5,0
genus,Culpinia,2,1
genus,Cultripalpa,2,0
genus,Cumbaya,2,0
genus,Cumbre,5,0
genus,Cundinamarca,2,0
genus,Cuneifrons,1,0
genus,Cuneisigna,3,0
genus,Cuniberta,1,0
genus,Cunibertoides,1,0
genus,Cununcus,1,0
genus,Cuphodes,29,3
genus,Cupidesthes,19,0
genus,Cupido,148,2
genus,Cupidopsis,3,1
genus,Cupitha,1,1
genus,Cuproxena,28,1
genus,Curbia,1,0
genus,Curena,2,0
genus,Curetis,81,9
genus,Curoba,1,0
genus,Curvisignella,1,0
genus,Cusiala,6,3
genus,Cuspidata,11,0
genus,Cusuma,2,0
genus,Cutina,4,4
genus,Cyana,185,0
genus,Cyanarctia,4,0
genus,Cyanarmostis,1,0
genus,Cyanidia,2,0
genus,Cyaniriodes,5,0
genus,Cyaniris,84,1
genus,Cyanocrates,2,0
genus,Cyanohypsa,1,0
genus,Cyanophrys,6,2
genus,Cybalomia,36,0
genus,Cybdelis,7,0
genus,Cybosia,1,0
genus,Cyclacanthina,3,0
genus,Cyclargus,5,1
genus,Cyclica,1,0
genus,Cyclidalis,1,0
genus,Cyclidia,18,1
genus,Cyclocausta,1,0
genus,Cyclodes,4,1
genus,Cycloglypha,7,2
genus,Cyclogramma,3,1
genus,Cyclomia,29,1
genus,Cyclopalpia,2,0
genus,Cyclophora,79,9
genus,Cyclophora_auctorum,223,0
genus,Cyclophragma,2,0
genus,Cycloplasis,5,2
genus,Cycloponympha,3,0
genus,Cycloprorodes,1,0
genus,Cycloprosopus,1,0
genus,Cyclopterana,1,0
genus,Cyclopteryx,2,0
genus,Cyclosemia,9,2
genus,Cyclosia,58,4
genus,Cyclosiella,3,0
genus,Cyclosma,3,0
genus,Cyclosodes,1,0
genus,Cyclosticta,1,0
genus,Cyclothea,3,0
genus,Cyclyrius,6,1
genus,Cycnia,8,0
genus,Cycnus,1,1
genus,Cydalima,7,3
genus,Cydia,237,73
genus,Cydosia,10,1
genus,Cyiza,1,0
genus,Cylichneulia,2,0
genus,Cylicobathra,4,0
genus,Cyligramma,11,1
genus,Cylindrifrons,1,0
genus,Cyllogenes,2,0
genus,Cyllopoda,19,0
genus,Cymaenes,36,4
genus,Cymaroa,2,0
genus,Cymatophora,3,1
genus,Cymatophorina,2,1
genus,Cymatophoropsis,7,0
genus,Cymatoplex,3,0
genus,Cymbalophora,7,0
genus,Cymbopteryx,4,0
genus,Cymoblemma,1,0
genus,Cymolomia,6,2
genus,Cymonympha,1,0
genus,Cymoriza,14,0
genus,Cymosafia,5,0
genus,Cymothoe,219,14
genus,Cynaeda,8,1
genus,Cynea,24,0
genus,Cyneoterpna,2,0
genus,Cynomastix,1,0
genus,Cypa,13,1
genus,Cyphita,1,0
genus,Cyphoedma,2,0
genus,Cypholomia,4,0
genus,Cyphophanes,2,0
genus,Cyphoryctis,1,0
genus,Cyphosticha,9,0
genus,Cyphothyris,3,0
genus,Cyphura,21,2
genus,Cypoides,2,0
genus,Cypra,2,0
genus,Cyprusia,1,0
genus,Cyrenia,3,0
genus,Cyrestis,114,6
genus,Cyrina,2,0
genus,Cyrtogone,7,0
genus,Cyrtojana,1,0
genus,Cystidia,5,3
genus,Dacalana,11,0
genus,Dacryphanes,1,1
genus,Dactylethrella,9,2
genus,Dactylioglypha,5,1
genus,Dactyloceras,20,1
genus,Dacunju,1,0
genus,Daddala,12,0
genus,Daedalina,1,0
genus,Daemilus,2,1
genus,Dagostinia,1,0
genus,Dahana,2,0
genus,Dahira,20,0
genus,Dahlia,6,0
genus,Daimio,20,2
genus,Daiphanta,1,0
genus,Dalaca,10,2
genus,Dalaca_auctorum,14,0
genus,Dalailama,2,0
genus,Dalakia,1,0
genus,Dalargentina,1,0
genus,Dalcera,10,1
genus,Dalcerides,2,0
genus,Dalcerina,1,1
genus,Dalima,24,0
genus,Dalla,121,0
genus,Daltopora,1,0
genus,Damas,2,0
genus,Damias,42,0
genus,Danala,2,0
genus,Danaus,191,10
genus,Daniela,1,0
genus,Danis,76,1
genus,Daona,2,0
genus,Dapha,12,0
genus,Daphnis,15,3
genus,Daphnusa,6,1
genus,Dapidodigma,4,1
genus,Daplasa,1,0
genus,Darantasiella,1,0
genus,Darapsa,4,3
genus,Darceta,7,0
genus,Darcetina,1,0
genus,Dardarina,11,0
genus,Dargeclanis,2,0
genus,Dargeia,1,0
genus,Dargeochaeta,3,0
genus,Daria,1,0
genus,Darisa,9,0
genus,Darisodes,6,1
genus,Darlia,1,0
genus,Darna,15,10
genus,Darpa,5,0
genus,Dascia,1,0
genus,Dasciopteryx,2,0
genus,Dasimatia,1,0
genus,Dasmeuda,1,0
genus,Dasmophora,1,0
genus,Dasodis,2,1
genus,Dasorgyia,4,0
genus,Dastira,1,0
genus,Dasyarctia,1,0
genus,Dasybela,2,0
genus,Dasyblemma,1,0
genus,Dasyboarmia,10,1
genus,Dasybregma,1,0
genus,Dasycarea,1,0
genus,Dasychira,502,0
genus,Dasychiroides,5,0
genus,Dasychoproctis,6,0
genus,Dasycnemia,1,0
genus,Dasycorsa,2,0
genus,Dasyerges,1,0
genus,Dasyfidonia,2,0
genus,Dasymacaria,1,0
genus,Dasypodia,2,0
genus,Dasypteroma,2,0
genus,Dasypyga,3,1
genus,Dasyscopa,3,0
genus,Dasyses,10,2
genus,Dasysphinx,15,0
genus,Dasyuris,15,0
genus,Dasyvesica,4,0
genus,Dattinia,72,0
genus,Daulia,8,1
genus,Daulocnema,1,0
genus,Daulocoma,1,0
genus,Dausara,5,1
genus,Davana,1,0
genus,Davara,8,1
genus,Daviscardia,9,0
genus,Deana,1,0
genus,Deanolis,1,0
genus,Debos,3,0
genus,Decachorda,10,1
genus,Decatopseustis,2,0
genus,Decelia,1,0
genus,Decetia,18,0
genus,Decetiodes,3,0
genus,Decinea,17,0
genus,Declana,12,4
genus,Decodes,20,7
genus,Decodina,1,0
genus,Decticryptis,3,0
genus,Dectocera,2,0
genus,Dectochilus,4,0
genus,Dectocraspedon,4,0
genus,Degia,1,1
genus,Deidamia,1,1
genus,Deilephila,5,2
genus,Deileptenia,4,1
genus,Deinhugia,1,0
genus,Deinopa,33,0
genus,Deinoptila,2,0
genus,Deinotrichia,1,0
genus,Deinypena,19,0
genus,Dejongia,1,0
genus,Delcina,1,0
genus,Delgamma,2,2
genus,Delias,439,11
genus,Delocoma,1,0
genus,Delogenes,1,0
genus,Deloneura,9,3
genus,Deloplotela,1,0
genus,Delopterus,1,0
genus,Delorhachis,9,0
genus,Deloryctis,1,0
genus,Deltinea,1,1
genus,Deltinella,1,0
genus,Deltobathra,2,0
genus,Deltobotys,3,0
genus,Deltophalonia,3,0
genus,Deltophora,22,1
genus,Deltoptera,2,0
genus,Dembea,1,0
genus,Demeijerella,5,0
genus,Demiophila,1,0
genus,Demobotys,4,0
genus,Demolis,5,0
genus,Demonarosa,3,0
genus,Demopsestis,1,1
genus,Denaeantha,1,1
genus,Dendrocera,2,0
genus,Dendrolimus,44,4
genus,Dendrophleps,4,0
genus,Dentifovea,1,0
genus,Dentinalia,3,0
genus,Dentisociaria,2,0
genus,Dentitegumia,2,0
genus,Deoclona,4,1
genus,Deopteryx,1,0
genus,Depalpata,3,0
genus,Depressaria,215,0
genus,Depressariidae Unplaced Species,5,0
genus,Deramas,24,0
genus,Derambila,50,2
genus,Derbeta,1,0
genus,Dercas,11,1
genus,Dermaleipa,9,0
genus,Deroca,13,0
genus,Deroxena,3,0
genus,Derrima,1,0
genus,Derrioides,4,0
genus,Dervishiya,2,0
genus,Derxena,3,0
genus,Descoreba,3,1
genus,Deserticossus,21,0
genus,Desertobia,2,0
genus,Desmia,76,4
genus,Desmoclystia,15,0
genus,Desmoloma,7,0
genus,Desmolycaena,3,1
genus,Destutia,7,0
genus,Detounda,1,0
genus,Deudorix,188,44
genus,Deuterarcha,1,0
genus,Deuterocopus,26,5
genus,Deuterollyta,63,5
genus,Deuterophysa,12,1
genus,Deuterotinea,9,0
genus,Devarodes,16,0
genus,Devena,2,0
genus,Devenilia,2,0
genus,Dhahrania,3,0
genus,Diacholotis,1,0
genus,Diachorisia,1,0
genus,Diacme,1,0
genus,Diaconisia,1,0
genus,Diacrotricha,2,1
genus,Diactenis,12,1
genus,Diactora,1,0
genus,Diadexia,3,0
genus,Diaethria,59,5
genus,Diaeus,4,0
genus,Diagrapta,6,0
genus,Diakonoffiana,6,0
genus,Dialectica,5,3
genus,Dialepta,1,0
genus,Dialeucias,3,0
genus,Dialithis,1,0
genus,Dialithoptera,1,0
genus,Dialoxa,2,0
genus,Dianesia,2,0
genus,Diaphania,1,1
genus,Diaphantania,3,0
genus,Diaphone,5,2
genus,Diaphoromorpha,4,0
genus,Diaphragmistis,1,0
genus,Diapolia,1,0
genus,Diaprepesilla,2,0
genus,Diarhabdosia,3,0
genus,Diascepsis,1,0
genus,Diascia,3,0
genus,Diascoides,3,0
genus,Diasemia,17,2
genus,Diasemiodes,1,0
genus,Diasemiopsis,1,0
genus,Diastaltica,1,0
genus,Diastatica,1,0
genus,Diastema,6,0
genus,Diastictis,13,1
genus,Diastoma,2,0
genus,Diataga,7,0
genus,Diatenes,5,1
genus,Diathrausta,17,0
genus,Diathraustodes,4,0
genus,Diathryptica,3,0
genus,Diatomocera,9,0
genus,Diatonica,1,0
genus,Diatraea,61,30
genus,Dicallaneura,43,0
genus,Dicanica,1,0
genus,Dicanticinta,1,1
genus,Dicellitis,3,0
genus,Dicephalarcha,8,1
genus,Diceratucha,2,0
genus,Diceratura,9,2
genus,Dichelia,3,1
genus,Dichelopa,51,1
genus,Dichochroma,1,0
genus,Dichocrocis,69,4
genus,Dichogama,10,3
genus,Dichomeris,507,86
genus,Dichorda,10,2
genus,Dichorda_auctorum,1,0
genus,Dichordophora,2,1
genus,Dichorragia,17,2
genus,Dichozoma,1,0
genus,Dichroma,2,0
genus,Dichromapteryx,4,0
genus,Dichromodes,74,0
genus,Dichrorampha,128,20
genus,Dicnecidia,2,0
genus,Dicogaster,1,1
genus,Dicranoses,1,0
genus,Dicranucha,10,0
genus,Dicranura,2,0
genus,Dicroplema,1,0
genus,Dicymolomia,7,1
genus,Dida,1,0
genus,Didaphne,8,0
genus,Didasys,1,0
genus,Didia,5,0
genus,Didigua,18,0
genus,Didiguides,1,0
genus,Didymana,3,0
genus,Didymoctenia,1,0
genus,Didymonyx,1,0
genus,Didymostoma,2,0
genus,Dieda,1,0
genus,Diedra,5,0
genus,Diehlea,4,0
genus,Dieida,4,0
genus,Dierlia,2,0
genus,Dierna,3,0
genus,Difundella,4,0
genus,Digama,28,0
genus,Digitosa,6,0
genus,Digonis,4,0
genus,Digonodes,4,0
genus,Digrammia,59,0
genus,Dilacinia,1,0
genus,Dilipa,4,1
genus,Diloba,26,1
genus,Dilophodes,5,0
genus,Dilophothripa,5,2
genus,Dilophothripoides,1,0
genus,Dilophura,1,0
genus,Diloxia,4,0
genus,Diloxis,2,0
genus,Dimerota,1,0
genus,Dimorphoctena,1,0
genus,Dimorphopalpa,5,0
genus,Dinawides,1,0
genus,Dindica,22,2
genus,Dindicodes,12,0
genus,Dinia,4,0
genus,Dinica,6,0
genus,Dinochares,1,0
genus,Dinochora,2,0
genus,Dinogenes,1,0
genus,Dinometa,1,0
genus,Dinophalia,1,0
genus,Dinophalus,15,0
genus,Dinopleura,1,0
genus,Dinoplotis,1,0
genus,Dinotodonta,1,0
genus,Dinotropa,1,0
genus,Dinumma,10,2
genus,Diomea,15,1
genus,Dion,5,0
genus,Dionychoscelis,1,0
genus,Diopa,4,0
genus,Diophila,1,1
genus,Diophtalma,6,0
genus,Dioptrochasma,7,0
genus,Dioryctria,67,44
genus,Dioscore,8,0
genus,Diospage,7,0
genus,Dioxycanus,2,0
genus,Dipha,1,1
genus,Diphthera,1,1
genus,Diphtherocome,7,0
genus,Diphtheroptila,3,1
genus,Dipleurinodes,3,0
genus,Diplocalyptis,6,0
genus,Diplodira,1,0
genus,Diplolopha,1,0
genus,Diplonearcha,1,1
genus,Diplonephra,1,0
genus,Diplopseustis,5,0
genus,Diploptalis,1,0
genus,Diplosara,1,0
genus,Diploschistis,1,0
genus,Diplothectis,1,0
genus,Diplublephara,1,0
genus,Diplurodes,13,0
genus,Dipriodonta,1,0
genus,Diprotochaeta,1,1
genus,Dipsochares,1,0
genus,Dipterina,1,0
genus,Diptychia,1,0
genus,Diptychis,2,1
genus,Diptychophora,9,0
genus,Dirce,4,0
genus,Dirhinosia,5,0
genus,Dirphia,79,8
genus,Dirphiella,3,0
genus,Dirphiopsis,25,5
genus,Dischalis,1,0
genus,Dischidesia,5,1
genus,Disclisioprocta,3,2
genus,Discofrontia,1,0
genus,Discoglypha,8,0
genus,Discolampa,13,1
genus,Discomiosis,4,0
genus,Disconeura,9,0
genus,Discophlebia,5,1
genus,Discordia,3,0
genus,Discosema,1,0
genus,Discothyris,3,0
genus,Disepholcia,1,0
genus,Dismidila,12,0
genus,Dismorphia,118,2
genus,Disoidemata,2,0
genus,Dispar,1,0
genus,Disparctia,3,0
genus,Disparia,21,0
genus,Dissolophodes,1,0
genus,Dissomorphia,1,0
genus,Dissoplaga,3,0
genus,Dissoprumna,2,0
genus,Dissoptila,5,0
genus,Distagmos,1,0
genus,Disticta,118,0
genus,Distoneura,6,0
genus,Dithalama,4,0
genus,Dithecodes,19,0
genus,Ditrachyptera,1,0
genus,Ditrigona,48,0
genus,Ditrogoptera,1,0
genus,Ditula,2,1
genus,Diversivalva,1,0
genus,Diviana,3,0
genus,Divitiaca,3,1
genus,Dixanaene,1,0
genus,Dixeia,32,5
genus,Dixoa,1,0
genus,Dizuga,1,0
genus,Doa,5,0
genus,Doberes,3,0
genus,Docirava,7,0
genus,Docleomorpha,1,0
genus,Docleopsis,6,0
genus,Doddiana,2,0
genus,Dodia,4,0
genus,Dodona,38,0
genus,Dogninades,1,0
genus,Dogoia,11,0
genus,Dogolion,1,0
genus,Doina,12,0
genus,Dolabrossa,2,0
genus,Dolba,1,1
genus,Dolbina,10,1
genus,Dolbogene,1,0
genus,Dolecta,4,0
genus,Doleromima,1,0
genus,Doleromorpha,1,0
genus,Dolerophyle,1,0
genus,Dolerothera,2,0
genus,Dolerotricha,1,0
genus,Dolichernis,2,0
genus,Dolichobela,1,1
genus,Dolichohedya,1,0
genus,Dolichomia,14,1
genus,Dolichoneura,10,0
genus,Dolichoscyta,5,0
genus,Dolichosomastis,4,0
genus,Dolichurella,1,0
genus,Doliochastis,1,0
genus,Dollmania,4,1
genus,Doloessa,4,2
genus,Doloma,1,0
genus,Doloploca,4,1
genus,Dolosis,1,0
genus,Dolymorpha,1,0
genus,Donacaula,13,1
genus,Donacesa,2,0
genus,Donacoscaptes,96,3
genus,Donacostola,1,0
genus,Donda,4,2
genus,Donuca,5,0
genus,Donuctenusa,1,0
genus,Dooabia,13,0
genus,Dorata,5,1
genus,Doratifera,10,6
genus,Doratoptera,3,0
genus,Doratopteryx,12,0
genus,Doridostoma,2,0
genus,Dorithia,17,3
genus,Dorodoca,5,1
genus,Dorsifulcrum,16,0
genus,Dorycnopa,4,0
genus,Doryodes,10,2
genus,Doshia,1,0
genus,Dovania,3,1
genus,Doxocopa,68,6
genus,Doxogenes,7,0
genus,Doxophyrtis,1,0
genus,Dracaenura,22,1
genus,Drachma,1,0
genus,Drachmobola,5,0
genus,Draconia,17,0
genus,Dracontogena,3,0
genus,Drapetodes,12,1
genus,Drastea,1,0
genus,Drasteria,73,13
genus,Drasteriodes,12,0
genus,Dreata,1,0
genus,Drepana,19,3
genus,Drepaninae Unplaced Species,1,0
genus,Drepanoblemma,2,0
genus,Drepanodia,1,0
genus,Drepanofoda,1,1
genus,Drepanogynis,57,0
genus,Drepanojana,1,0
genus,Drepanoperas,1,0
genus,Drepanophiletis,3,0
genus,Drepanopses,1,0
genus,Drepanorhina,1,0
genus,Drepanoterma,1,0
genus,Drepanulatrix,18,8
genus,Drepatelodes,6,0
genus,Drephalys,14,2
genus,Drescoma,2,0
genus,Drescomopsis,1,0
genus,Drimylastis,4,2
genus,Drina,2,0
genus,Drobeta,8,0
genus,Dromiaulis,1,0
genus,Drosica,2,1
genus,Drosophantis,1,0
genus,Druceiella,4,0
genus,Drucuma,1,0
genus,Druentica,17,1
genus,Drugera,5,0
genus,Drupadia,46,2
genus,Dryadaula,36,2
genus,Dryadula,2,1
genus,Dryas,11,1
genus,Drymoea,4,0
genus,Drymonia,18,0
genus,Drymoptila,1,0
genus,Dryocampa,1,1
genus,Dryochlora,2,0
genus,Dualana,1,0
genus,Dubernardia,1,0
genus,Dubiella,3,1
genus,Dudgeonea,5,0
genus,Dudua,32,4
genus,Dudusa,9,0
genus,Duhemia,1,0
genus,Duliophyle,6,0
genus,Dumatha,1,0
genus,Dumbletonius,2,0
genus,Dunira,6,0
genus,Dunira_auctorum,1,0
genus,Duomitus,1,0
genus,Duospina,2,0
genus,Duponchelia,5,1
genus,Dura,25,0
genus,Duraglia,1,0
genus,Durangarchips,1,0
genus,Durbana,1,0
genus,Durbania,6,2
genus,Durbaniella,1,0
genus,Durbaniopsis,1,1
genus,Dusponera,4,0
genus,Duzulla,1,0
genus,Dyasma,1,0
genus,Dycladia,11,0
genus,Dynamine,79,9
genus,Dynatocephala,1,0
genus,Dynatophysis,1,0
genus,Dynatorhabda,1,0
genus,Dyomyx,18,0
genus,Dyops,10,2
genus,Dyotopasta,1,1
genus,Dypterygia,22,3
genus,Dypterygia_auctorum,1,0
genus,Dysaethria,31,5
genus,Dysallacta,3,1
genus,Dysauxes,11,0
genus,Dysbatus,2,0
genus,Dyscheilia,1,0
genus,Dyscheralcis,1,0
genus,Dyscheralcis_auctorum,1,0
genus,Dyschlorodes,2,0
genus,Dyschloropsis,1,0
genus,Dyschoroneura,1,0
genus,Dyscia,43,1
genus,Dyscophellus,16,4
genus,Dysdaemonia,6,2
genus,Dysdamartia,1,0
genus,Dyseriocrania,5,2
genus,Dysglyptogona,4,0
genus,Dysgnathia,3,0
genus,Dysgonia,44,12
genus,Dysmasiites,1,0
genus,Dysmathia,7,0
genus,Dysnymphus,3,0
genus,Dysodia,56,9
genus,Dysoptus,16,0
genus,Dyspessa,67,2
genus,Dyspessacossus,5,0
genus,Dysphania,83,6
genus,Dysphoria,1,0
genus,Dysphylia,3,1
genus,Dyspteris,20,1
genus,Dyspyralis,5,0
genus,Dysrhoe,2,0
genus,Dysschema,91,0
genus,Dysstroma,69,8
genus,Dystebenna,1,0
genus,Dystypoptila,2,0
genus,Eacles,43,7
genus,Eadmuna,1,0
genus,Eagris,23,4
genus,Eala,2,0
genus,Eana,40,6
genus,Earias,47,12
genus,Eariodes,3,0
genus,Ebbepterote,2,0
genus,Ebepius,2,0
genus,Eboda,9,1
genus,Ebodina,6,0
genus,Ebrietas,10,0
genus,Ebulea,2,0
genus,Eburgemellus,1,0
genus,Ebusus,1,1
genus,Ecballogonia,1,0
genus,Ecbatania,1,0
genus,Ecbletodes,2,0
genus,Ecchloropsis,1,0
genus,Eccleta,1,0
genus,Ecclitica,4,1
genus,Eccopa,1,0
genus,Eccopidia,2,0
genus,Eccopisa,1,0
genus,Eccopsis,14,2
genus,Eccoptocera,2,1
genus,Eccritothrix,1,0
genus,Eccymatoge,6,0
genus,Ecdytolopha,10,1
genus,Echanella,5,0
genus,Echenais,45,0
genus,Echeta,13,0
genus,Echinargus,6,0
genus,Echinophrictis,1,0
genus,Echinoscelis,2,1
genus,Echiomima,3,0
genus,Echyrota,1,0
genus,Eclecta,1,0
genus,Ecleora,3,0
genus,Eclipsea,3,0
genus,Eclipsiodes,5,0
genus,Ecliptopera,55,2
genus,Ecnomia,2,0
genus,Ecnomiomorpha,10,0
genus,Ecnomoctena,3,0
genus,Ecnomoneura,1,0
genus,Ecnomophlebia,1,0
genus,Ecodonia,4,0
genus,Ecpatia,10,1
genus,Ecpeptamena,1,0
genus,Ecpetala,11,0
genus,Ecpetelia,2,1
genus,Ecphyas,1,0
genus,Ecphysis,1,0
genus,Ecpyrrhorrhoe,3,0
genus,Ecrectica,1,0
genus,Ectabola,8,0
genus,Ectadiosoma,1,0
genus,Ectaga,5,0
genus,Ectephrina,2,0
genus,Ectima,10,2
genus,Ectoedemia,72,25
genus,Ectogonia,4,0
genus,Ectohomoeosoma,1,0
genus,Ectomis,2,0
genus,Ectomyelois,1,1
genus,Ectropa,1,0
genus,Ectropidia,12,0
genus,Ectropis,107,8
genus,Ectropis_auctorum,4,0
genus,Ectropoceros,16,0
genus,Ectypia,4,0
genus,Edales,5,0
genus,Edessena,2,0
genus,Edia,4,0
genus,Edmondsia,1,0
genus,Edosa,76,0
genus,Edulica,2,0
genus,Edwardsimemna,1,0
genus,Edyma,1,0
genus,Eetion,1,0
genus,Egelida Group,3,0
genus,Egnasia,38,2
genus,Egnasia_auctorum,2,0
genus,Egnasides,1,0
genus,Egogepa,1,0
genus,Egone,2,0
genus,Egonociades,1,0
genus,Egumbia,1,0
genus,Egybolis,2,1
genus,Eicochrysops,17,2
genus,Eidophasia,8,1
genus,Eilema_auctorum,13,0
genus,Eilicrinia,13,0
genus,Eiseleia,1,0
genus,Eiseliana,1,0
genus,Eisothistes,1,0
genus,Ekboarmia,5,0
genus,Ekfidonia,2,0
genus,Elachyophtalma,21,0
genus,Elachypteryx,2,0
genus,Elaealis,2,0
genus,Elaeodina,1,0
genus,Elaeognatha,8,0
genus,Elaphristis,6,0
genus,Elasiprora,1,0
genus,Elasmopalpus,3,0
genus,Elassoptila,1,0
genus,Elatobia,6,1
genus,Elbella,22,5
genus,Elbursia,1,0
genus,Elcysma,3,0
genus,Eldana,1,1
genus,Electracma,1,0
genus,Electraglaia,4,0
genus,Electresia,1,0
genus,Electrocrania,1,0
genus,Electrographa,82,0
genus,Electromeessia,1,0
genus,Electrophaes,32,1
genus,Electrostrymon,2,0
genus,Elecussa,1,0
genus,Eleganteda,2,0
genus,Elegia,9,3
genus,Elegistis,2,0
genus,Elegocampa,1,0
genus,Elesma,1,0
genus,Elesmoides,2,0
genus,Elethyia,4,0
genus,Elhamma,4,0
genus,Eliachna,3,0
genus,Elibia,2,1
genus,Eligma,9,1
genus,Eliotia,2,0
genus,Elisabethinia,1,0
genus,Elixoia,1,0
genus,Elkalyce,61,0
genus,Ellenbeckia,1,0
genus,Ellida,5,0
genus,Ellipostoma,1,0
genus,Ellochotis,13,0
genus,Eloasa,12,0
genus,Elodina,37,1
genus,Elophila,25,7
genus,Elophos,40,0
genus,Eloria,68,0
genus,Elousa,4,0
genus,Elusia,1,0
genus,Elvia,1,0
genus,Elydnodes,2,0
genus,Elymnias,65,12
genus,Elyra,13,0
genus,Elysius,50,0
genus,Ematheudes,42,0
genus,Ematurga,11,2
genus,Ematurgina,8,0
genus,Emblematodes,2,0
genus,Embolostoma,1,0
genus,Embryoglossa,5,0
genus,Embryonopsis,1,1
genus,Emesis,73,5
genus,Emmalocera,58,1
genus,Emmelina,5,1
genus,Emmesomia,1,0
genus,Emmetrophysis,1,0
genus,Emmiltis,1,0
genus,Emmochlista,1,0
genus,Empalactis,1,0
genus,Empedaula,3,1
genus,Empedcochylis,1,0
genus,Empelathra,2,0
genus,Emphylica,1,0
genus,Emplocia,7,0
genus,Emporia,2,0
genus,Emrahia,2,1
genus,Emurena,5,0
genus,Enallcochylis,1,0
genus,Enanthyperythra,2,0
genus,Enantia,18,0
genus,Enargocrasis,1,0
genus,Enarmonia,21,1
genus,Enarmoniini Unplaced Species,57,0
genus,Enarmoniodes,3,1
genus,Enarmonodes,4,0
genus,Encamina,93,0
genus,Encentrotis,1,0
genus,Enchocrana,1,0
genus,Enchocrates,5,0
genus,Enchoria,3,0
genus,Enchrysa,1,0
genus,Encolapta,1,0
genus,Encolpotis,3,1
genus,Encoma,3,0
genus,Encrasima,8,0
genus,Encratora,1,0
genus,Encruphion,5,0
genus,Encryphia,3,0
genus,Encryphodes,1,0
genus,Endacantha,5,0
genus,Endeixis,1,0
genus,Endoclita,58,14
genus,Endographis,1,0
genus,Endograptis,1,0
genus,Endolasia,2,0
genus,Endolophia,3,0
genus,Endophthora,4,0
genus,Endosimilis,1,0
genus,Endothenia,51,15
genus,Endotricha,106,4
genus,Endotrichella,1,0
genus,Endoxyla,63,0
genus,Endozestis,1,0
genus,Endromarmata,1,0
genus,Endromis,5,0
genus,Endropiodes,3,0
genus,Enedena,1,0
genus,Energia,2,0
genus,Engelana,1,0
genus,Engelhardtia,1,0
genus,Enispades,1,0
genus,Enispodes,1,0
genus,Enmonodiops,1,0
genus,Ennada,6,0
